File name,Method,PSNR,SSIM,BPP
1.1.10.tiff,Brahimi propose,"[19.97713774194012, 22.52865931159232, 23.532632338817127, 25.32041424984964, 25.408063319742908, 26.044134696845408, 27.750839637350712, 28.232607591851284, 28.339737403872896, 28.445903193865018, 28.945550949022948, 29.50218498203661, 30.67895727619957, 31.204115266677338, 31.54379434497079, 32.936481021159636, 34.45752735517654, 36.67551375901372, 41.040025353898635]","[0.352102067368003, 0.6782771232044542, 0.7323934832600139, 0.8228016983278632, 0.8274095837847999, 0.8499972674926989, 0.8964355347317385, 0.9073849597207188, 0.9097300205296148, 0.911740472368695, 0.921015375563015, 0.9300588383694788, 0.946294726527273, 0.9524323417221982, 0.9559411904429735, 0.9677485457456545, 0.977153369711368, 0.9861430851823894, 0.9948492930293664]","[0.162750244140625, 0.404144287109375, 0.591796875, 0.886962890625, 0.908721923828125, 1.07012939453125, 1.446197509765625, 1.59979248046875, 1.634063720703125, 1.665283203125, 1.804351806640625, 1.97247314453125, 2.294097900390625, 2.476806640625, 2.5867919921875, 3.046844482421875, 3.51715087890625, 4.20855712890625, 5.378143310546875]"
1.1.12.tiff,DCT,"[24.532693784946744, 26.17479443359703, 27.125675695120712, 27.819101660136077, 28.374283162566243, 28.83529740759965, 29.247630734432537, 29.586238833878635, 29.91124081474544, 30.192624324037247, 30.47256727903466, 30.80184175565865, 31.201594889800013, 31.7073263733077, 32.334755252180855, 33.29769051256796, 34.68634714145435, 37.122077928824865, 42.44355614190579]","[0.5281756297817926, 0.6441010897595189, 0.7134426099576601, 0.755704503336988, 0.7839929773949152, 0.8047227028422073, 0.8209668094642409, 0.833303183516645, 0.8444366491177742, 0.8538187142253746, 0.8629350378891645, 0.8731820995367305, 0.8842386621456455, 0.8973262347563845, 0.9114571880448581, 0.9291797731254622, 0.9484775015562307, 0.9701065919246555, 0.9909749687468071]","[0.236328125, 0.391326904296875, 0.590240478515625, 0.786346435546875, 0.970001220703125, 1.14251708984375, 1.3011474609375, 1.432952880859375, 1.56634521484375, 1.684478759765625, 1.80706787109375, 1.957855224609375, 2.134979248046875, 2.35858154296875, 2.622283935546875, 3.013336181640625, 3.55194091796875, 4.405120849609375, 5.81158447265625]"
1.1.12.tiff,Oliveira propose,"[24.118200426849185, 25.512803896835386, 26.467041827426833, 27.286701384984443, 27.7116468049099, 28.34295979568288, 28.870940111027945, 29.133762500526235, 29.48786035929817, 29.609459610415918, 29.872754282213524, 30.37487652458633, 31.006900758822646, 31.380528695482322, 31.825417890152995, 32.85303813918112, 34.18781881517444, 37.11196311921804, 42.419059048157166]","[0.5105892849294252, 0.6217614335740717, 0.6807295966109671, 0.7354061464017148, 0.7594736072715229, 0.7878085153246634, 0.8040281574183038, 0.8146618354128184, 0.8298890735583073, 0.8346002827643995, 0.8444790588906346, 0.8618982931322356, 0.8801470787413382, 0.8901828276176066, 0.9010927400992522, 0.9218332120974283, 0.9423977892383562, 0.9700595516503572, 0.9908996699684886]","[0.228607177734375, 0.380401611328125, 0.590972900390625, 0.802337646484375, 0.938446044921875, 1.1453857421875, 1.2967529296875, 1.416900634765625, 1.57391357421875, 1.66058349609375, 1.81884765625, 2.04486083984375, 2.2437744140625, 2.434234619140625, 2.63201904296875, 3.1038818359375, 3.655303955078125, 4.6304931640625, 5.9736328125]"
1.1.12.tiff,Brahimi propose,"[22.167311891112927, 24.30327293375216, 25.291721033933094, 26.186305138851456, 26.300718675293542, 27.110943020260848, 27.980707865264712, 28.249838685363322, 28.324007266470083, 28.426551391621587, 28.845254406574043, 29.384397658301147, 30.013018487252662, 30.477543475514317, 30.750696593321344, 31.982968224663466, 33.371460898029014, 35.399199701785875, 40.31077627007945]","[0.4291985267533338, 0.5073803973696057, 0.5752244001322676, 0.6344237822260725, 0.6394724048889526, 0.6902886676316756, 0.7515472965845182, 0.7716313826837036, 0.7764585490949905, 0.7815670855422625, 0.8002821512396924, 0.8230810109813044, 0.8484381392232911, 0.8643255806950038, 0.872912414528664, 0.9040186126389614, 0.9303450356854909, 0.9559977657426669, 0.9854001998716482]","[0.184112548828125, 0.2442626953125, 0.343048095703125, 0.433837890625, 0.448822021484375, 0.634307861328125, 0.893157958984375, 1.00396728515625, 1.03021240234375, 1.05792236328125, 1.21124267578125, 1.451568603515625, 1.784942626953125, 1.99658203125, 2.110382080078125, 2.7027587890625, 3.341583251953125, 4.219207763671875, 5.693023681640625]"
1.1.13.tiff,DCT,"[22.622792730109467, 25.189006770283513, 26.616990017030204, 27.55049734887317, 28.257796484363944, 28.819253224009774, 29.29812151801706, 29.681490217705075, 30.06302238760085, 30.39126638949581, 30.731245319110734, 31.136195946294837, 31.620394548715012, 32.21804955549083, 32.920275196023844, 33.93059748724519, 35.3548439748245, 37.74450613880943, 42.69857239864038]","[0.6885863146382335, 0.817056079429894, 0.8647986245777145, 0.8897765151204227, 0.9056387966922568, 0.916708689184511, 0.9251676162440947, 0.9312658154590275, 0.9368065251650676, 0.9412690086640115, 0.9454665830602123, 0.9501903531104319, 0.9552727496267919, 0.9607693414598794, 0.9662582772961141, 0.9729372302411105, 0.9800145101060145, 0.9880377183547515, 0.9958826300475615]","[0.413970947265625, 0.764495849609375, 1.02801513671875, 1.238250732421875, 1.414398193359375, 1.56280517578125, 1.700775146484375, 1.817779541015625, 1.93218994140625, 2.034271240234375, 2.137939453125, 2.267852783203125, 2.413421630859375, 2.600494384765625, 2.815460205078125, 3.131103515625, 3.57305908203125, 4.28009033203125, 5.525543212890625]"
1.1.13.tiff,Oliveira propose,"[22.07601869164623, 24.316769816055267, 25.19022378678164, 25.96384039744565, 26.383043732365547, 27.01883983093156, 27.466458188799052, 27.92279129521047, 28.32492908404928, 28.435354591021778, 28.772259572954066, 29.355518271083557, 30.20223876828795, 30.78832290827872, 31.409786418590336, 32.65566873168823, 34.09419193814304, 37.15940019760585, 42.45159877702385]","[0.6562040063134867, 0.778447054605848, 0.8181948535103344, 0.8465177087719901, 0.8608832172283253, 0.8787476942338274, 0.8898347357611402, 0.8994086747043525, 0.9079267525534598, 0.9102799881328488, 0.9167078895081295, 0.9265058853565407, 0.9387502705764706, 0.9458993256530371, 0.9523002947694791, 0.9631140002126661, 0.9732570783160069, 0.9858627660773749, 0.9955269132784024]","[0.38568115234375, 0.755859375, 0.989013671875, 1.23907470703125, 1.394805908203125, 1.598297119140625, 1.73846435546875, 1.882781982421875, 2.051605224609375, 2.1224365234375, 2.273406982421875, 2.49505615234375, 2.731475830078125, 2.9302978515625, 3.139007568359375, 3.58721923828125, 4.062957763671875, 4.950927734375, 6.134033203125]"
1.1.13.tiff,Brahimi propose,"[19.668383262280354, 21.979058444816136, 22.81012143856269, 24.418056742288933, 24.555141885228743, 25.189071422466004, 26.33953984972454, 26.779829760486482, 26.932345581125993, 27.05039291652676, 27.441624762205397, 28.05641366702812, 28.87157239733288, 29.51867502578942, 29.937175130361293, 31.37297690656863, 33.05917439007038, 35.28204928097821, 40.397074391832206]","[0.41455617292596175, 0.6328023125331891, 0.6885631953731302, 0.7796004119273297, 0.7862004919031379, 0.8139969313649892, 0.854887011074333, 0.8688665412410727, 0.8731675050886001, 0.8760855795486526, 0.8862762512263195, 0.900311885258159, 0.9167773889405266, 0.9279079281153397, 0.9337240718491333, 0.951309192473018, 0.9659886003120024, 0.979083131526713, 0.9930529044753039]","[0.182647705078125, 0.4061279296875, 0.5811767578125, 0.8978271484375, 0.9307861328125, 1.1201171875, 1.477386474609375, 1.649261474609375, 1.6973876953125, 1.73699951171875, 1.8824462890625, 2.102264404296875, 2.444305419921875, 2.675689697265625, 2.82159423828125, 3.362884521484375, 3.93975830078125, 4.70965576171875, 5.95263671875]"
2.1.01.tiff,DCT,"[22.765089828555645, 24.690700723099784, 25.706457918499865, 26.38651106544505, 26.900852164584705, 27.306917012742687, 27.666963881693604, 27.972426855093854, 28.277741359623427, 28.558197605975487, 28.85955556497773, 29.224173688134346, 29.67937604401092, 30.279995378160855, 31.040464362702913, 32.1952346813076, 33.86820145505557, 36.71319678525154, 42.393411613605856]","[0.541139372419621, 0.6898872365405394, 0.7534698594682742, 0.7887563331683759, 0.812302441357486, 0.8295164954111799, 0.8431380396508502, 0.8544224419908377, 0.8644101687651692, 0.8730684518158113, 0.8812634671862828, 0.8905155943279575, 0.9008725887598842, 0.9127143650790642, 0.9253251500850851, 0.941280457870499, 0.9583933868376725, 0.9771051642077411, 0.9934320388568988]","[0.30609130859375, 0.603912353515625, 0.86541748046875, 1.08282470703125, 1.27435302734375, 1.44146728515625, 1.595367431640625, 1.726226806640625, 1.860443115234375, 1.980865478515625, 2.103759765625, 2.255096435546875, 2.438140869140625, 2.68157958984375, 2.960693359375, 3.374420166015625, 3.9603271484375, 4.8475341796875, 6.171661376953125]"
2.1.01.tiff,Oliveira propose,"[22.54720196656845, 24.157608436836895, 24.85131716626462, 25.49754666799577, 25.847216854916795, 26.3178528390196, 26.69020161261175, 27.08024233222345, 27.445112049579826, 27.567011758054107, 27.860178179797153, 28.45772208433214, 29.127825267578253, 29.58732273452175, 30.245189696100894, 31.924436448514726, 33.30462755317526, 36.74355809129556, 42.42181386410395]","[0.5154478858545108, 0.6611714945370911, 0.7123258401172913, 0.7525770544864512, 0.7723111626317962, 0.7958569029837396, 0.8129839645591321, 0.8274885150666645, 0.8413539876576808, 0.8459431433649093, 0.8558900823120127, 0.8734001215352722, 0.8900979531595391, 0.900094494838311, 0.9124985943541513, 0.9370388182806388, 0.953187912316625, 0.9772670130977966, 0.9934740387984152]","[0.28326416015625, 0.592742919921875, 0.826690673828125, 1.082275390625, 1.244140625, 1.451019287109375, 1.608734130859375, 1.763824462890625, 1.947021484375, 2.029022216796875, 2.19244384765625, 2.448577880859375, 2.69366455078125, 2.903350830078125, 3.147979736328125, 3.732208251953125, 4.25140380859375, 5.26104736328125, 6.424407958984375]"
2.1.01.tiff,Brahimi propose,"[20.61153480220508, 22.330721778621935, 22.993970430238953, 24.19279512729259, 24.29002770598253, 24.81847966125182, 25.741302407835043, 26.10920057478888, 26.25093511563049, 26.371846110009262, 26.70257601780587, 27.28770003197748, 27.958970840816114, 28.602415256306752, 29.013019115462313, 30.432901248463917, 32.48803840608771, 34.69934431186305, 40.205137251692776]","[0.3286430483114968, 0.4934188662269823, 0.561708506201821, 0.6640351467883053, 0.671854836388895, 0.7087004326761169, 0.7631537788695192, 0.7836331430890516, 0.7907404089775888, 0.7960995014762889, 0.8114002380061043, 0.8338521128900619, 0.8573132442825697, 0.8756852696379558, 0.8858448189058719, 0.9155585597800328, 0.9440157473450149, 0.9651986556856501, 0.9893067122249588]","[0.151763916015625, 0.292755126953125, 0.44744873046875, 0.69952392578125, 0.726409912109375, 0.928863525390625, 1.279022216796875, 1.448944091796875, 1.498687744140625, 1.542022705078125, 1.7020263671875, 1.9598388671875, 2.3204345703125, 2.58050537109375, 2.74017333984375, 3.37274169921875, 4.06585693359375, 4.901031494140625, 6.20306396484375]"
2.1.02.tiff,DCT,"[20.799893105245246, 22.766706409140273, 23.878348672983645, 24.637703726026974, 25.250108356760013, 25.771964805785423, 26.260653763937114, 26.694277274456127, 27.122652438482966, 27.52621277038562, 27.95344751141863, 28.458697307293612, 29.060517580914688, 29.823088806668142, 30.731015114902057, 32.05792146036018, 33.90903212037316, 36.84290778772565, 42.44717141945096]","[0.5943477186288347, 0.7372802594535898, 0.7952609252219123, 0.8274856846295057, 0.8505571317416017, 0.8671498512428305, 0.88065214044908, 0.8909482221891712, 0.9006193309922377, 0.9086189115333543, 0.9160008762374834, 0.924075198015583, 0.9326058066371443, 0.9419283812221286, 0.9510437301496273, 0.9617461274403668, 0.9728418002565627, 0.9842849224177538, 0.9949825037015022]","[0.412353515625, 0.8211669921875, 1.1370849609375, 1.382537841796875, 1.5985107421875, 1.78289794921875, 1.954620361328125, 2.100341796875, 2.2525634765625, 2.3902587890625, 2.527557373046875, 2.698974609375, 2.895477294921875, 3.139312744140625, 3.42706298828125, 3.833251953125, 4.361724853515625, 5.128875732421875, 6.283111572265625]"
2.1.02.tiff,Oliveira propose,"[20.557670308573208, 22.148400996554027, 23.046707558502817, 23.708100468474488, 24.126258388213486, 24.660947744406826, 25.27494855938262, 25.825084338014243, 26.293709063365508, 26.467383810938387, 26.818680577632207, 27.575395806989206, 28.380444957992808, 28.8723836385093, 29.685347244696985, 31.703119127808982, 33.19126649041418, 36.7754483945303, 42.43514006132759]","[0.5704062715269105, 0.7014138040984489, 0.7576273284281833, 0.793162070056153, 0.8122640315923166, 0.8332412861518017, 0.8538024038612152, 0.8690856116276207, 0.881309181508542, 0.8856628111391069, 0.8942395931581547, 0.908569177470096, 0.9218246827777742, 0.9294303431768609, 0.9393011731258666, 0.9571582297750018, 0.9681907299402834, 0.9838078738200641, 0.9949666238158815]","[0.395904541015625, 0.8046875, 1.11468505859375, 1.38214111328125, 1.56573486328125, 1.7982177734375, 2.0113525390625, 2.189849853515625, 2.385406494140625, 2.4661865234375, 2.627166748046875, 2.919525146484375, 3.18743896484375, 3.38116455078125, 3.64208984375, 4.230804443359375, 4.68963623046875, 5.58795166015625, 6.59051513671875]"
2.1.02.tiff,Brahimi propose,"[18.67528455426641, 20.426855692449593, 21.049154023188315, 22.410512653590313, 22.574915532726024, 23.1694686910611, 24.156984477696653, 24.581475614669937, 24.79796114276941, 25.02799793433415, 25.394484600204628, 26.163894984900114, 26.83930986863234, 27.74518772058957, 28.24921344817259, 29.82258107583926, 32.31527537753303, 34.61126670475359, 40.28927641236602]","[0.3356031439491183, 0.562451356309197, 0.6204757819957396, 0.7190775999639151, 0.7294817817328746, 0.7636542805808905, 0.8098411062289119, 0.8266746809420317, 0.834245640257629, 0.8413558499796883, 0.853646178043042, 0.8748320513841028, 0.8926528846916494, 0.9096773676270291, 0.9177737805140633, 0.9399148619107022, 0.9614121364090831, 0.9758986710962568, 0.9921521493216091]","[0.170257568359375, 0.429901123046875, 0.620025634765625, 1.01116943359375, 1.0616455078125, 1.300537109375, 1.695953369140625, 1.88848876953125, 1.9609375, 2.034393310546875, 2.20751953125, 2.501739501953125, 2.84478759765625, 3.1414794921875, 3.31646728515625, 3.918792724609375, 4.591796875, 5.30810546875, 6.426910400390625]"
2.1.03.tiff,DCT,"[27.143771244801286, 29.717872219727333, 30.967947712863637, 31.77273099969017, 32.37148849574349, 32.83740835346059, 33.244912314328545, 33.57990412849312, 33.916440603878954, 34.21365225102108, 34.51712551425014, 34.87105190516929, 35.29018126229222, 35.805455206923554, 36.40477184230758, 37.26700222469716, 38.43511094118139, 40.24811248270638, 43.72038676903411]","[0.7552006076178903, 0.816014078389244, 0.8455444292790626, 0.8637414596161489, 0.8759693611946828, 0.8846098925217725, 0.8920387832835242, 0.897332869016786, 0.9026126682143488, 0.9068761690457953, 0.9109186591817023, 0.9154450719865205, 0.9205665706233996, 0.926042810855612, 0.9317422780049677, 0.9390216626382132, 0.9474286569744926, 0.9583766093523759, 0.9756083882434895]","[0.1728515625, 0.26507568359375, 0.350555419921875, 0.42169189453125, 0.490447998046875, 0.553863525390625, 0.614776611328125, 0.66778564453125, 0.732025146484375, 0.785919189453125, 0.84527587890625, 0.9222412109375, 1.022216796875, 1.149017333984375, 1.294769287109375, 1.526153564453125, 1.8701171875, 2.438934326171875, 3.651885986328125]"
2.1.03.tiff,Oliveira propose,"[27.54871930830066, 29.43650445986067, 30.242662622382255, 31.05234524090609, 31.40578278143581, 31.981703219688427, 32.39868270410965, 32.80867184790557, 33.139714731276754, 33.258967119775534, 33.52338875366272, 34.02652170783042, 34.64947146135656, 35.05657287212425, 35.55835710729281, 36.59782610225156, 37.73979126656086, 39.97869426427455, 43.565547610416886]","[0.7529365926714281, 0.8108027916430093, 0.8339873912884632, 0.8539657831561452, 0.8617596780951716, 0.8723692571554703, 0.8791486920630837, 0.8876380980448896, 0.8925246541079617, 0.8951866606935475, 0.9005392463330804, 0.9077311090070337, 0.9145228520955413, 0.9189580700874935, 0.923312142495276, 0.9326069077047363, 0.9427951483891671, 0.9564506708123293, 0.9745238660848231]","[0.166595458984375, 0.259857177734375, 0.34515380859375, 0.417877197265625, 0.4754638671875, 0.55780029296875, 0.617095947265625, 0.66400146484375, 0.733917236328125, 0.78363037109375, 0.87353515625, 1.004852294921875, 1.095001220703125, 1.192138671875, 1.300689697265625, 1.587921142578125, 1.95355224609375, 2.581146240234375, 3.75396728515625]"
2.1.03.tiff,Brahimi propose,"[25.06754950431169, 27.409540876703108, 28.12410974519182, 29.56561953794056, 29.657215498122493, 30.25863536968221, 31.38818380264692, 31.722047613773448, 31.838622769850865, 31.93396078333638, 32.27985186190636, 32.90744420552023, 33.53454182902012, 34.02234532370252, 34.33692600314846, 35.58314279297922, 36.92218336171473, 38.73196860319275, 42.577194915358085]","[0.690248498009552, 0.7468116800049618, 0.7738936064727155, 0.810953479310229, 0.8129124940140267, 0.830653390895678, 0.8560513209655423, 0.8612958844852878, 0.8630148239580484, 0.8642351804639958, 0.871403939607888, 0.8851920728276463, 0.8941782835168632, 0.8993600650158035, 0.9021145857969164, 0.9194041903337554, 0.9322605861856751, 0.9495568919354728, 0.9720067380441889]","[0.131072998046875, 0.16876220703125, 0.219757080078125, 0.286956787109375, 0.294036865234375, 0.3671875, 0.468780517578125, 0.512451171875, 0.525054931640625, 0.534881591796875, 0.599822998046875, 0.698211669921875, 0.815948486328125, 0.8900146484375, 0.9337158203125, 1.25640869140625, 1.5718994140625, 2.2703857421875, 3.642578125]"
2.1.04.tiff,DCT,"[23.113820490308953, 25.024790666188338, 26.095003364122054, 26.819290292644954, 27.376542513530723, 27.815930838682107, 28.2043917903832, 28.523966503135945, 28.84368731190834, 29.13220182508345, 29.43565824290889, 29.801250961998946, 30.25533335195885, 30.8379417153232, 31.548988505471055, 32.63503689092568, 34.20754683700653, 36.9069223217126, 42.45422165185032]","[0.4622772039829012, 0.6525991609638929, 0.7304963912083676, 0.7719904760260355, 0.7996948017863218, 0.8196102405551114, 0.8358497370766802, 0.8479793263252317, 0.8593307401505753, 0.8687524201092947, 0.8780291061000634, 0.8884170201038774, 0.8996674000001674, 0.9123104708477364, 0.9256347106350226, 0.9419222630173093, 0.9590529557029515, 0.9773917527693305, 0.9933784140243425]","[0.24383544921875, 0.546539306640625, 0.82427978515625, 1.05767822265625, 1.26495361328125, 1.441741943359375, 1.606048583984375, 1.737213134765625, 1.874420166015625, 1.99560546875, 2.122222900390625, 2.278472900390625, 2.4617919921875, 2.697540283203125, 2.970916748046875, 3.378631591796875, 3.928375244140625, 4.76812744140625, 6.072998046875]"
2.1.04.tiff,Oliveira propose,"[23.090231116396936, 24.729553278368765, 25.43788249888633, 26.15432817430001, 26.522096191549018, 27.060312911761585, 27.385508266039075, 27.68311450725467, 28.051848118797174, 28.164358950381597, 28.436509326385632, 29.01914715278744, 29.7688764739283, 30.22802149522903, 30.849372683401096, 32.12659976416785, 33.52716332864724, 36.8622976943186, 42.40474415995266]","[0.4369341823656366, 0.6273224027075505, 0.6905710906325635, 0.7358769622693477, 0.7601453668917265, 0.7901551188270012, 0.8075256995342889, 0.8204238202078845, 0.8358563862671587, 0.8400083822082872, 0.8495273567886925, 0.8690462546517779, 0.8901756845419186, 0.9009488127772147, 0.914073274685855, 0.9354717555934854, 0.952716508234149, 0.9771751444828671, 0.9932902497354882]","[0.220489501953125, 0.531829833984375, 0.780517578125, 1.04681396484375, 1.21533203125, 1.444122314453125, 1.589202880859375, 1.725982666015625, 1.90106201171875, 1.98602294921875, 2.1441650390625, 2.39715576171875, 2.649505615234375, 2.85614013671875, 3.090423583984375, 3.60888671875, 4.13006591796875, 5.123291015625, 6.324737548828125]"
2.1.04.tiff,Brahimi propose,"[21.526735227306514, 22.908632726472874, 23.56035516062635, 24.699219989027835, 24.786249086482893, 25.32277935748954, 26.29278497599749, 26.685725388374063, 26.813306465445198, 26.910413293110118, 27.28382891417903, 27.854267113248106, 28.58829626960484, 29.14411501437285, 29.519134228455894, 30.89570792332669, 32.61054040984705, 34.826076535659446, 40.24317683796032]","[0.25804168156619045, 0.41002137245981923, 0.5043248973371859, 0.6352110126352162, 0.6453763259024091, 0.6868994229981915, 0.7499470560483177, 0.7738333505920546, 0.7812499052432738, 0.7868181973864677, 0.8047091247149946, 0.829093380429676, 0.8557479340826935, 0.8737023154344407, 0.8843659870873585, 0.9151000049214061, 0.9423428019317708, 0.9645950838898993, 0.9892360164929078]","[0.13287353515625, 0.21429443359375, 0.37298583984375, 0.61102294921875, 0.63653564453125, 0.847076416015625, 1.21075439453125, 1.385101318359375, 1.430145263671875, 1.469970703125, 1.64825439453125, 1.906219482421875, 2.27960205078125, 2.519683837890625, 2.675018310546875, 3.298370361328125, 3.95538330078125, 4.79998779296875, 6.12371826171875]"
2.1.05.tiff,DCT,"[24.204656768059365, 26.722466270660124, 28.130929465347158, 29.078130304302206, 29.79227259909596, 30.36533152120027, 30.847981722053355, 31.245364509909287, 31.64549075687259, 31.989667224819733, 32.33994623151544, 32.73546803805752, 33.19433291800415, 33.743584967572616, 34.36457681557856, 35.25212475452651, 36.49132934369432, 38.51671033395577, 42.8782556144888]","[0.6413719292024506, 0.7572509998143653, 0.810462243825404, 0.8401488067602708, 0.8607357822481935, 0.8756331283111093, 0.8872065021432826, 0.8955863315549325, 0.9034333161372471, 0.9096266163985185, 0.9152286302365503, 0.9212453512110982, 0.9277387998155016, 0.9345123528550751, 0.9413003875474247, 0.9499055819668152, 0.9599244766110121, 0.9727741592440892, 0.9886306774213456]","[0.310455322265625, 0.5400390625, 0.737152099609375, 0.899566650390625, 1.04541015625, 1.17645263671875, 1.296661376953125, 1.39691162109375, 1.503570556640625, 1.5975341796875, 1.6927490234375, 1.804443359375, 1.937713623046875, 2.104583740234375, 2.288238525390625, 2.56146240234375, 2.96282958984375, 3.612274169921875, 4.895965576171875]"
2.1.05.tiff,Oliveira propose,"[23.733910419784667, 25.629790516182492, 26.52802462528154, 27.289922926804245, 27.694249233129405, 28.310619200525842, 28.82210382671702, 29.343198402999526, 29.741189102292008, 29.860344437661347, 30.186259521957904, 30.75859854412389, 31.532739473485726, 32.05914986233117, 32.62156152634113, 33.77688305774332, 35.1418101433879, 37.82000686778781, 42.60861469787408]","[0.6217577676191078, 0.7262431273578381, 0.7721486933260376, 0.8041225274129324, 0.8198659842400681, 0.8387915729133086, 0.8520502301437468, 0.8637830109817733, 0.8734226574936808, 0.8773552430626559, 0.8853388789197475, 0.8953971162868193, 0.9070664433608273, 0.9144432478700962, 0.9216266736954632, 0.9351996862118421, 0.9505443890415218, 0.9684650874621575, 0.9877846130150881]","[0.294097900390625, 0.52587890625, 0.7222900390625, 0.902587890625, 1.0313720703125, 1.204498291015625, 1.337554931640625, 1.464508056640625, 1.60052490234375, 1.6689453125, 1.805023193359375, 2.007232666015625, 2.191131591796875, 2.367462158203125, 2.546539306640625, 2.938446044921875, 3.398193359375, 4.206268310546875, 5.46173095703125]"
2.1.05.tiff,Brahimi propose,"[21.175557875730696, 23.513401879779785, 24.263141020894086, 25.74577182432627, 25.89034166763394, 26.550426395520557, 27.643598275387365, 28.048963921961892, 28.21868021693063, 28.328229353370467, 28.707757324483836, 29.367061204593163, 30.099054012816882, 30.727499690335428, 31.10822632526989, 32.51012421115468, 34.07498540859384, 36.14116510910286, 40.77828383257251]","[0.47299153503383884, 0.6048807534824974, 0.6540752349653894, 0.7209244920608175, 0.7254977996187829, 0.7611708792829276, 0.8020174524807523, 0.8144881160970661, 0.8187584156691462, 0.8210919579470595, 0.8349718358930295, 0.8553123580389114, 0.8737842166612018, 0.8866279353653184, 0.8926671025132408, 0.9176677542846824, 0.9378889253398683, 0.9583737378180672, 0.982781948927621]","[0.170654296875, 0.31512451171875, 0.433258056640625, 0.626800537109375, 0.6502685546875, 0.81304931640625, 1.058837890625, 1.1761474609375, 1.211517333984375, 1.23876953125, 1.369232177734375, 1.57373046875, 1.8433837890625, 2.0291748046875, 2.1392822265625, 2.65869140625, 3.204864501953125, 3.989166259765625, 5.321563720703125]"
2.1.06.tiff,DCT,"[23.226427573249822, 25.475446014130874, 26.76501555037718, 27.63215248503421, 28.293885139728225, 28.820096789342387, 29.275901213194615, 29.634386895230517, 29.977146543300037, 30.27689812624771, 30.588447116428064, 30.95700078130629, 31.396897517795548, 31.951907728217282, 32.61450769827081, 33.60310601675096, 35.03754326049143, 37.47290852375234, 42.586731534028985]","[0.5601909307233106, 0.720381558307138, 0.7877066742450767, 0.8244008726541341, 0.8490459672479652, 0.8657073823309875, 0.8787888935417163, 0.8878108213096949, 0.8960260680295384, 0.9028301512028938, 0.9094323957903975, 0.9165241037774314, 0.9241838853260563, 0.9328394254219712, 0.9417152083524398, 0.9528662606753621, 0.9651556722138658, 0.9790998167795966, 0.9929812344105924]","[0.307098388671875, 0.61163330078125, 0.877044677734375, 1.09466552734375, 1.28875732421875, 1.4547119140625, 1.601165771484375, 1.714691162109375, 1.833160400390625, 1.940765380859375, 2.053314208984375, 2.18243408203125, 2.33990478515625, 2.531158447265625, 2.756195068359375, 3.100555419921875, 3.580810546875, 4.338623046875, 5.643096923828125]"
2.1.06.tiff,Oliveira propose,"[23.018738819827664, 24.929814220135718, 25.797516298402996, 26.606485172574605, 27.009189572643702, 27.59833430640846, 27.94093136711883, 28.355089232063, 28.740842859925245, 28.859767505679915, 29.19221170243579, 29.739014516259637, 30.432115658390625, 30.952295919979292, 31.531964712107726, 32.74644014787259, 34.13522186726478, 37.18117251176952, 42.473680465684396]","[0.5322905642736481, 0.6926513454437072, 0.745994571500595, 0.7883923762431714, 0.8078090137907378, 0.8315260448161262, 0.8434288412973537, 0.8555895722693978, 0.8677093850761847, 0.871557888367219, 0.8805873392438098, 0.8936613221226168, 0.9080221073793404, 0.9175674695718347, 0.9266846780406742, 0.942846162318146, 0.9575986711017601, 0.9772521418703253, 0.9927043237765454]","[0.283721923828125, 0.6026611328125, 0.838104248046875, 1.09283447265625, 1.2459716796875, 1.45166015625, 1.580902099609375, 1.716888427734375, 1.878875732421875, 1.95672607421875, 2.107879638671875, 2.326019287109375, 2.542724609375, 2.74322509765625, 2.95184326171875, 3.412078857421875, 3.902740478515625, 4.8157958984375, 6.041748046875]"
2.1.06.tiff,Brahimi propose,"[20.915151823130373, 22.836506758475647, 23.60291465442151, 24.94616134827014, 25.039193134269524, 25.618549588359343, 26.716192805961555, 27.127372162795474, 27.254549043163344, 27.3658118116617, 27.731302219859693, 28.337860560304364, 29.12227817119533, 29.70307876292024, 30.093309817713614, 31.48713701490199, 33.08357110339677, 35.274391954284745, 40.35626229969529]","[0.32903260049296895, 0.5075859294136285, 0.5837720158372129, 0.6899335520647047, 0.6958232780853161, 0.7315890172518541, 0.7886774852562989, 0.807486114417008, 0.812621638660695, 0.8166150933024227, 0.8308738363416379, 0.8515411401799389, 0.8753069960652781, 0.8903054370118713, 0.8987368262773798, 0.924757400665094, 0.9462435442792347, 0.9665020971262828, 0.9885479626059268]","[0.150848388671875, 0.28741455078125, 0.444549560546875, 0.692169189453125, 0.71502685546875, 0.908050537109375, 1.252655029296875, 1.4102783203125, 1.4503173828125, 1.486419677734375, 1.63897705078125, 1.875885009765625, 2.22198486328125, 2.445953369140625, 2.58905029296875, 3.1597900390625, 3.754791259765625, 4.563201904296875, 5.885162353515625]"
