File name,Method,PSNR,SSIM,BPP
2.1.07.tiff,DCT,"[26.19275311199255, 28.02125991194924, 28.979298043493596, 29.611999543689173, 30.11075909591942, 30.501674419829566, 30.838400466804966, 31.120922164526704, 31.40244937353207, 31.650266450571603, 31.90258448346032, 32.21147324343765, 32.590258961738705, 33.086378489380365, 33.718616541184105, 34.720563737457006, 36.206379320155065, 38.621342741682795, 43.171812004732644]","[0.6371559033215801, 0.7219669600964573, 0.770354712175897, 0.7987808566392296, 0.8182158765189591, 0.8323236827027074, 0.8442187099465938, 0.8532668457468129, 0.8612356846430658, 0.8681369551737802, 0.8746033596563358, 0.8822809765358639, 0.8905564501226277, 0.9005803690289964, 0.9109360426323277, 0.9247700703655466, 0.9399823904512208, 0.957633008851129, 0.9788056321125049]","[0.167999267578125, 0.282989501953125, 0.405548095703125, 0.518157958984375, 0.626922607421875, 0.72222900390625, 0.813201904296875, 0.889617919921875, 0.975128173828125, 1.04937744140625, 1.125701904296875, 1.227813720703125, 1.354827880859375, 1.520751953125, 1.711578369140625, 2.02044677734375, 2.462921142578125, 3.168853759765625, 4.464874267578125]"
2.1.07.tiff,Oliveira propose,"[26.325427905286027, 27.88111564361258, 28.481119563882608, 29.206893391563188, 29.51945342890292, 29.967589019130433, 30.252642125389567, 30.576454155747225, 30.87142046286865, 30.9825567496611, 31.22895784414318, 31.723251315822985, 32.256586501492464, 32.65353644476693, 33.178398276862275, 34.518615477816084, 35.72075195357887, 38.6169404205894, 43.10477349882825]","[0.6321477196611804, 0.7147241314511052, 0.7505789116879704, 0.7860317558849833, 0.7998110981212918, 0.817832930310486, 0.8286950821865827, 0.8401207226572109, 0.8492680194078921, 0.8532432386744159, 0.8606413387619525, 0.873707400834332, 0.8852202784478655, 0.8928228171662027, 0.9020786853333526, 0.920856354542023, 0.935245416961766, 0.9571008220742078, 0.9781734764618629]","[0.159454345703125, 0.274749755859375, 0.3948974609375, 0.51556396484375, 0.6019287109375, 0.72186279296875, 0.801971435546875, 0.8795166015625, 0.9776611328125, 1.040191650390625, 1.151580810546875, 1.3192138671875, 1.445220947265625, 1.572357177734375, 1.72662353515625, 2.1168212890625, 2.54925537109375, 3.33477783203125, 4.5482177734375]"
2.1.07.tiff,Brahimi propose,"[24.29469521885704, 26.218251174379333, 26.748706429130614, 27.89232465374709, 27.944933292925867, 28.421872667474606, 29.343461919260754, 29.63064974889435, 29.72508827534547, 29.798281168469643, 30.1095038644668, 30.633982428438642, 31.237417923173183, 31.703520499493266, 32.033854536541085, 33.31626957617143, 34.965943549192545, 36.95739037471904, 41.599422973478596]","[0.5645574290376281, 0.6251205094592084, 0.6617161545457647, 0.7182326480478161, 0.7214447161957065, 0.7470594127861203, 0.7910812921733538, 0.8032149188837269, 0.8071916966840207, 0.8101569454421478, 0.8219254019785188, 0.840731968520308, 0.8570885306689603, 0.8685260139465861, 0.8753385849614465, 0.9011492413337254, 0.9239733716943915, 0.9461928444964441, 0.9743710180729023]","[0.12744140625, 0.158416748046875, 0.221435546875, 0.301422119140625, 0.30853271484375, 0.412872314453125, 0.574981689453125, 0.648193359375, 0.668487548828125, 0.68426513671875, 0.781219482421875, 0.9254150390625, 1.1162109375, 1.240936279296875, 1.320068359375, 1.75067138671875, 2.20330810546875, 2.98797607421875, 4.40069580078125]"
2.1.08.tiff,DCT,"[27.140154119829113, 30.042430546446454, 31.687660265433255, 32.728118708950895, 33.512077440861795, 34.09295695001666, 34.572839133163036, 34.94135494009709, 35.28534307572252, 35.57787757762193, 35.84841045010077, 36.14431914546333, 36.47752465767606, 36.83546174905399, 37.17876662708437, 37.64056312850996, 38.26105960991938, 39.415273916183885, 42.80214611168137]","[0.5962327635354063, 0.7549502030022239, 0.8197850292415535, 0.8522984842818327, 0.8732890340599936, 0.8871213266126892, 0.8974811604393323, 0.9049051777822847, 0.911583098603749, 0.9168819212725225, 0.9215465766142381, 0.9262895363309807, 0.9313540980999719, 0.9364366706120135, 0.9409667573892548, 0.9465613422593103, 0.9537452264269408, 0.9647107449901565, 0.9838848629741055]","[0.182525634765625, 0.34222412109375, 0.49188232421875, 0.621002197265625, 0.736175537109375, 0.836944580078125, 0.929962158203125, 1.009063720703125, 1.09246826171875, 1.166778564453125, 1.242401123046875, 1.334716796875, 1.44415283203125, 1.57781982421875, 1.714263916015625, 1.91925048828125, 2.225555419921875, 2.789886474609375, 4.203521728515625]"
2.1.08.tiff,Oliveira propose,"[27.192831940903094, 29.64616298907859, 30.69421253499458, 31.84312555291121, 32.116424487855035, 32.54809760761384, 32.87366890029731, 33.30211861167865, 33.520905356034255, 33.67165309372204, 34.083998540972395, 34.4321706708704, 34.74320883713888, 35.07524638839008, 35.323163634052534, 36.09021459312747, 37.24327871791456, 38.766079668915374, 42.74652775745855]","[0.5736068183933876, 0.729885890094186, 0.7817295731901538, 0.8253816788288829, 0.8357404587749897, 0.8499949446019688, 0.860295489975263, 0.8714352900842118, 0.8778001220824436, 0.8821335673489833, 0.8917926026885797, 0.8997135840984114, 0.9055523622360778, 0.9116928597275756, 0.9165063059288813, 0.9289802407074645, 0.944151229455919, 0.9602196078476858, 0.9838175953356058]","[0.165313720703125, 0.31195068359375, 0.46929931640625, 0.6099853515625, 0.680816650390625, 0.785125732421875, 0.883758544921875, 0.98565673828125, 1.07318115234375, 1.136322021484375, 1.2618408203125, 1.40045166015625, 1.501312255859375, 1.6497802734375, 1.782928466796875, 2.099090576171875, 2.5223388671875, 3.226348876953125, 4.61724853515625]"
2.1.08.tiff,Brahimi propose,"[25.016089624932842, 26.9278822080311, 27.95660213448916, 29.224984048456413, 29.231130249185636, 30.170611263267723, 31.454974278998108, 31.630288673127996, 31.683843353631886, 31.721393712823406, 32.15193727873625, 32.79413883763632, 33.569437445004425, 33.912093709888026, 34.11546348654348, 35.2542309781, 36.36994690494655, 37.9715250029449, 41.405289073690376]","[0.4350588765511266, 0.5440881435095325, 0.6409715871037264, 0.701789758991108, 0.7023555448720658, 0.7519599978908962, 0.8067188916689059, 0.8151401824870261, 0.8175812197270863, 0.8189991894124239, 0.8346059729526448, 0.8537649893209368, 0.8754980316958417, 0.8849975893998789, 0.8900282384062679, 0.913654756061211, 0.9325911478249336, 0.9527287506029448, 0.978133933015331]","[0.126373291015625, 0.158843994140625, 0.265899658203125, 0.317474365234375, 0.318878173828125, 0.480224609375, 0.6590576171875, 0.69989013671875, 0.710906982421875, 0.72039794921875, 0.835113525390625, 0.9923095703125, 1.22515869140625, 1.34515380859375, 1.412567138671875, 1.83880615234375, 2.326934814453125, 3.0689697265625, 4.500701904296875]"
2.1.09.tiff,DCT,"[28.367896920067885, 31.105394545769407, 32.380833041393934, 33.14906097018303, 33.70928937635825, 34.138036009873815, 34.50482803093707, 34.7841392399367, 35.06314476975404, 35.28984996925555, 35.51069760521368, 35.7634290410461, 36.06338860260872, 36.41351221471402, 36.79718498712939, 37.35437973770242, 38.12010821573798, 39.44157184726521, 42.909478385797016]","[0.6991127534354106, 0.7649835786356789, 0.7958908000149413, 0.8143350086387425, 0.8272406319796194, 0.8369527121640664, 0.8451397713632058, 0.8516826040495522, 0.8582089786627477, 0.8637792261539101, 0.8689301100481289, 0.8750289526396597, 0.8816919048102715, 0.8891336535379963, 0.896547195284635, 0.9063130980683531, 0.9190815755230634, 0.938323869611142, 0.971588809994475]","[0.15789794921875, 0.22882080078125, 0.29827880859375, 0.363861083984375, 0.429595947265625, 0.49603271484375, 0.56085205078125, 0.6190185546875, 0.69000244140625, 0.75531005859375, 0.823394775390625, 0.91571044921875, 1.030181884765625, 1.177947998046875, 1.342041015625, 1.597137451171875, 1.980865478515625, 2.631011962890625, 4.10516357421875]"
2.1.09.tiff,Oliveira propose,"[28.68838283678282, 30.92337015459934, 31.59690097190163, 32.53485130711604, 32.8480418572532, 33.29839661058453, 33.525854658442306, 33.871315701677396, 34.133176450256826, 34.26473533864253, 34.55921239920926, 34.91514099374519, 35.35090813639554, 35.67257588381986, 35.96215009558038, 36.648840256533916, 37.60940551716403, 39.14563964470398, 42.83130824506937]","[0.6918618658286015, 0.7581946148635452, 0.7803051438560259, 0.8034125784906581, 0.813086105736432, 0.8240752681205724, 0.8300616787673005, 0.8388509875279232, 0.8455076750399282, 0.8493611288583514, 0.8571009310622881, 0.8661617292808704, 0.8738447221827598, 0.8806120790996675, 0.8865662303105466, 0.8997385605746931, 0.9149070670851501, 0.9368710085960105, 0.9714281600145543]","[0.150482177734375, 0.219024658203125, 0.29205322265625, 0.358184814453125, 0.4193115234375, 0.49896240234375, 0.553985595703125, 0.60711669921875, 0.682952880859375, 0.738311767578125, 0.8477783203125, 1.0010986328125, 1.097625732421875, 1.224822998046875, 1.35137939453125, 1.662841796875, 2.07720947265625, 2.797576904296875, 4.2557373046875]"
2.1.09.tiff,Brahimi propose,"[26.28462635760672, 28.548872018397894, 29.23512820898001, 30.797517814872602, 30.842159833817245, 31.46032047648397, 32.53680268533373, 32.76314026240342, 32.81606620401811, 32.877030666486704, 33.24159272090602, 33.78200623287971, 34.32354851331232, 34.61338768857294, 34.78612489015377, 35.805925394179006, 36.77993029030139, 38.33086242334171, 41.616355648443346]","[0.6484285886194423, 0.6835757156992796, 0.713029683884997, 0.7530741938509229, 0.7542394222880145, 0.7744038297733374, 0.8014520798837221, 0.8065013607669249, 0.8075845054588833, 0.8087202989660537, 0.8194958758570936, 0.8338232899332974, 0.8461870556091323, 0.8521301010556958, 0.8554612207737885, 0.8802462589671203, 0.9012796464675834, 0.9273614948452406, 0.9634995135778974]","[0.127685546875, 0.1497802734375, 0.1943359375, 0.229461669921875, 0.232818603515625, 0.302642822265625, 0.388336181640625, 0.42010498046875, 0.42724609375, 0.434417724609375, 0.508758544921875, 0.60748291015625, 0.737274169921875, 0.807220458984375, 0.8458251953125, 1.24517822265625, 1.6697998046875, 2.495391845703125, 4.067535400390625]"
2.1.10.tiff,DCT,"[24.899576400139342, 27.15022952342194, 28.449024592507012, 29.31909697645674, 29.997146742350523, 30.531803869994455, 30.977469708554743, 31.3234668835168, 31.66321446095141, 31.955526925002196, 32.249527020797196, 32.59184055018361, 32.99102068991219, 33.48355032241935, 34.045514931090814, 34.862492393083485, 36.011465430979555, 37.96972061814519, 42.58072039661673]","[0.5683860898250308, 0.7209029302227105, 0.7790233274521444, 0.8113111132660984, 0.8332759864038805, 0.8485255278871168, 0.8605170124163489, 0.8693704790234653, 0.8774594108185797, 0.8841367937160451, 0.8905331126551407, 0.8976181105150473, 0.905243535143972, 0.913664835845793, 0.9220397034738765, 0.9327789199281249, 0.9454095513808789, 0.9626442698603658, 0.9857089768395889]","[0.219879150390625, 0.452392578125, 0.65380859375, 0.825775146484375, 0.976898193359375, 1.10614013671875, 1.227020263671875, 1.3250732421875, 1.430450439453125, 1.5240478515625, 1.622161865234375, 1.73687744140625, 1.872772216796875, 2.047119140625, 2.241912841796875, 2.536346435546875, 2.960662841796875, 3.684814453125, 5.121612548828125]"
2.1.10.tiff,Oliveira propose,"[24.770459254377762, 26.74684676338447, 27.520724005076538, 28.41222796265013, 28.80265206096442, 29.340871896741053, 29.61805057715083, 29.937641885196875, 30.27885718977018, 30.406440825554917, 30.73507836346488, 31.241889640532513, 31.857448891493668, 32.32070703200651, 32.792827357237194, 33.76112803611312, 35.08347906462784, 37.6466787629337, 42.50667696813423]","[0.5457244138404493, 0.6964048933313438, 0.740475959470388, 0.7797036600705075, 0.7968225307451113, 0.8170756795683957, 0.8274607609863225, 0.8378241437372461, 0.8484921323639634, 0.8526533359944651, 0.8619479721176726, 0.875230418012125, 0.8881751655999967, 0.8974142060543241, 0.9059172820570747, 0.9211448626622125, 0.9381238991444859, 0.9610574243173063, 0.98561352093384]","[0.199554443359375, 0.438720703125, 0.612396240234375, 0.81024169921875, 0.9337158203125, 1.09417724609375, 1.19659423828125, 1.30035400390625, 1.434173583984375, 1.507476806640625, 1.654876708984375, 1.852325439453125, 2.024810791015625, 2.200897216796875, 2.375335693359375, 2.775848388671875, 3.2611083984375, 4.124267578125, 5.49224853515625]"
2.1.10.tiff,Brahimi propose,"[22.714511503909193, 24.52649917256018, 25.29765748657156, 26.571075635339575, 26.64482450079868, 27.207054373248795, 28.2646708779861, 28.647003927774794, 28.75564350258616, 28.831292854122957, 29.207979902513216, 29.755921444516346, 30.520536102639486, 30.99623793887034, 31.304267711346185, 32.606077950441524, 33.963395048280354, 36.04776698189353, 40.56450424530472]","[0.3766484743730868, 0.5197070826870418, 0.5944607505106396, 0.6866541889422599, 0.693028403561507, 0.7228301783590766, 0.7731274042955794, 0.7896766418522023, 0.7939926574063145, 0.7968090351267298, 0.8111416649842769, 0.8303324404187281, 0.852757243872871, 0.8653825577010724, 0.8726256831587339, 0.9010926541729108, 0.9242226324214746, 0.9493905705416918, 0.9791530576253343]","[0.129302978515625, 0.19561767578125, 0.3203125, 0.4814453125, 0.496490478515625, 0.64874267578125, 0.908477783203125, 1.024322509765625, 1.0528564453125, 1.07574462890625, 1.20513916015625, 1.392303466796875, 1.683074951171875, 1.86077880859375, 1.967041015625, 2.50567626953125, 3.052154541015625, 3.902618408203125, 5.324737548828125]"
2.1.11.tiff,DCT,"[26.15299130957316, 29.109550854197913, 30.777630999211954, 31.83782769941586, 32.62850802780622, 33.22667848705488, 33.71808728786776, 34.09400901967895, 34.45707740808787, 34.756241104181655, 35.03198953676013, 35.338931834683095, 35.68849943722735, 36.07461115567088, 36.466072769191406, 37.03999784131329, 37.81383623295668, 39.20069216937823, 42.89194274848501]","[0.6903442190156873, 0.7990257705866433, 0.8453019749610412, 0.8686846008462467, 0.8845471375839371, 0.895360259822529, 0.9034678719910907, 0.9093332253513, 0.9149095665205147, 0.9193044099662638, 0.9232442902857152, 0.9275032746087474, 0.9322006613369714, 0.9370718800640198, 0.9416555430362545, 0.9477958180910702, 0.9552994210320491, 0.9665028750534466, 0.9849799778218168]","[0.258331298828125, 0.437530517578125, 0.583038330078125, 0.706634521484375, 0.823211669921875, 0.92059326171875, 1.017822265625, 1.092803955078125, 1.1746826171875, 1.249420166015625, 1.32171630859375, 1.4161376953125, 1.526947021484375, 1.664520263671875, 1.808319091796875, 2.03692626953125, 2.362457275390625, 2.95989990234375, 4.35296630859375]"
2.1.11.tiff,Oliveira propose,"[25.7477053568082, 28.114807689433363, 28.929339441352113, 29.92291336597045, 30.255746535130378, 30.890301545257902, 31.274933136066725, 31.686732729955978, 32.004175596644664, 32.13936424168221, 32.53605664484028, 32.990006558996804, 33.626322418860354, 34.124685841366784, 34.463054867634106, 35.363225646788294, 36.65899193590023, 38.55652852368014, 42.737206100462544]","[0.6685633969534864, 0.7695912978994097, 0.8025331910710396, 0.8368580895739004, 0.8470457867626668, 0.8614211797197263, 0.8700334314248096, 0.8783802327118089, 0.885255291219693, 0.8887538750519927, 0.8965473558827197, 0.9039988392547634, 0.9122998199749249, 0.9186650068627987, 0.9236613998102446, 0.9349675853651603, 0.9482360689497349, 0.9637310459648998, 0.9846481007750487]","[0.236328125, 0.421966552734375, 0.557464599609375, 0.707275390625, 0.791351318359375, 0.924896240234375, 1.0205078125, 1.11798095703125, 1.22076416015625, 1.285888671875, 1.416778564453125, 1.568634033203125, 1.69940185546875, 1.859130859375, 2.00152587890625, 2.335845947265625, 2.76611328125, 3.491363525390625, 4.829376220703125]"
2.1.11.tiff,Brahimi propose,"[22.671153656094475, 25.399248728181384, 26.492449277042027, 27.939933663775083, 28.030556532353472, 28.82761583082912, 30.075612947118458, 30.435843735915363, 30.5321778020828, 30.62475711289153, 31.142398305499334, 31.728679995368473, 32.53417821451907, 32.9648963802518, 33.21613163595083, 34.42896508560099, 35.66108816919052, 37.53895758936348, 41.224224187191176]","[0.5090933696836923, 0.6443051227644353, 0.7072343733785004, 0.7565373625086349, 0.7587429490226041, 0.7908139806688792, 0.8322099370945275, 0.8411556680070562, 0.8434068501585674, 0.8451493646823687, 0.8584172460488285, 0.872703676902427, 0.888732275169678, 0.896737691528593, 0.9006968967535641, 0.920960762451372, 0.9374366945741861, 0.9563502793834575, 0.9796015701924756]","[0.1497802734375, 0.24322509765625, 0.357269287109375, 0.472808837890625, 0.484100341796875, 0.61688232421875, 0.808868408203125, 0.888336181640625, 0.907989501953125, 0.92681884765625, 1.03997802734375, 1.18524169921875, 1.42437744140625, 1.56146240234375, 1.6326904296875, 2.067901611328125, 2.538726806640625, 3.304107666015625, 4.69305419921875]"
2.1.12.tiff,DCT,"[25.50057861499265, 27.855931604355515, 29.225237518641126, 30.183546140044236, 30.932902027800658, 31.520397077500984, 32.02666777026454, 32.40704581953878, 32.78812372150809, 33.11229828921317, 33.422387081670976, 33.77263437708053, 34.17402153079086, 34.649301495886085, 35.1653021694148, 35.9359712030303, 37.0136298184783, 38.83013051537936, 42.87937392841278]","[0.5039814785950115, 0.6973655810447325, 0.7759811529275819, 0.8194783078854897, 0.847157567938897, 0.8660906962200843, 0.8803208382756195, 0.8900238635099884, 0.8991574666658562, 0.9062855094455112, 0.9126411506378895, 0.9193694552598674, 0.9264176177776833, 0.9340340531913499, 0.9413448301201014, 0.9508407562272416, 0.9615416514637188, 0.9744412279351473, 0.9896658875420674]","[0.189117431640625, 0.402740478515625, 0.617095947265625, 0.80743408203125, 0.97454833984375, 1.122528076171875, 1.25665283203125, 1.365234375, 1.47943115234375, 1.578704833984375, 1.6722412109375, 1.785003662109375, 1.918365478515625, 2.07635498046875, 2.252410888671875, 2.51055908203125, 2.885345458984375, 3.51458740234375, 4.79339599609375]"
2.1.12.tiff,Oliveira propose,"[25.619343187714442, 27.594984993870362, 28.408436690276247, 29.506313325302177, 29.877275403019823, 30.46414879463928, 30.73326436225729, 31.083328124119156, 31.409317786066534, 31.584920905321656, 32.041813063883346, 32.473066346933756, 32.91856451148454, 33.34622252605029, 33.718052820852826, 34.61788162848039, 36.004883616687216, 38.11758361061211, 42.636877252270665]","[0.4787531433147672, 0.6764324879099205, 0.7301530492823511, 0.7875353216352649, 0.8067686654593907, 0.8326905797330604, 0.8427188857766797, 0.8535507169201403, 0.8650366151446858, 0.8703692018232133, 0.8830422764290192, 0.8942654269782051, 0.9042209231488284, 0.913064366889097, 0.9201649434930045, 0.9348286854316943, 0.9522077374609774, 0.970107155063034, 0.9890521682413919]","[0.1702880859375, 0.382781982421875, 0.5765380859375, 0.800201416015625, 0.92041015625, 1.09478759765625, 1.202484130859375, 1.318359375, 1.447906494140625, 1.53363037109375, 1.69677734375, 1.85760498046875, 1.9927978515625, 2.165435791015625, 2.323028564453125, 2.687255859375, 3.16278076171875, 3.91888427734375, 5.233642578125]"
2.1.12.tiff,Brahimi propose,"[24.147851478776325, 25.459935917309487, 26.304247752742572, 27.354315146517138, 27.374918470885614, 28.08603310080709, 29.29939417930532, 29.627757430138423, 29.70221214211793, 29.774153583112124, 30.19055216774424, 30.738978708140635, 31.61767433956351, 32.02855576078472, 32.270066981694264, 33.53025190404921, 34.778682766491464, 36.773336595599645, 40.82041115904395]","[0.3364555440240419, 0.4540642120484903, 0.5637391311705163, 0.6567195580479666, 0.6595937221047672, 0.7054831310381566, 0.7773167804853282, 0.7967489086048386, 0.8010495154653292, 0.8046990408380746, 0.822525918456413, 0.8419995298933258, 0.8708183891867094, 0.8826984930900261, 0.8891102622475054, 0.9162470144245329, 0.9370861827457957, 0.9596845023967886, 0.9837089259600071]","[0.126007080078125, 0.16424560546875, 0.29193115234375, 0.39208984375, 0.397491455078125, 0.58221435546875, 0.86236572265625, 0.963836669921875, 0.98663330078125, 1.0081787109375, 1.149383544921875, 1.339569091796875, 1.664093017578125, 1.831634521484375, 1.926544189453125, 2.446258544921875, 2.97625732421875, 3.77252197265625, 5.142303466796875]"
4.2.01.tiff,DCT,"[28.579886189844196, 31.855983752801794, 33.42428124977162, 34.455738114984285, 35.25153948147572, 35.86197620006144, 36.387829854982606, 36.78223403710052, 37.149448788887376, 37.4744479644795, 37.789610263572946, 38.15640383312433, 38.57181934452114, 39.02761353377472, 39.45852039629042, 40.04529945628869, 40.8463103580629, 42.0618516991835, 44.78874613950411]","[0.7131156937586993, 0.7914619320810806, 0.8258272634455202, 0.8497934465025732, 0.8654179890330246, 0.8778237285178985, 0.8890231957462439, 0.8967803542462126, 0.9035826494649684, 0.9089432505943839, 0.9140142320117854, 0.920427234183288, 0.9264269179840952, 0.9326743106683417, 0.938170553842097, 0.9450102913288162, 0.9531363895470454, 0.963648778357292, 0.9800146323743317]","[0.18206787109375, 0.239593505859375, 0.292724609375, 0.348480224609375, 0.40948486328125, 0.470062255859375, 0.52960205078125, 0.58489990234375, 0.65087890625, 0.709686279296875, 0.76904296875, 0.84661865234375, 0.94329833984375, 1.062164306640625, 1.192657470703125, 1.388641357421875, 1.67474365234375, 2.138671875, 3.16766357421875]"
4.2.01.tiff,Oliveira propose,"[28.427738612391146, 30.957769751468632, 32.179938192967334, 33.28050865014013, 33.73869117915268, 34.29140719232536, 34.88412808695569, 35.54958791815915, 35.82425129850819, 35.962659475688504, 36.33512090264373, 36.805496002171026, 37.3561552348471, 37.79621148876501, 38.11789581393006, 38.88382640137966, 39.87221033642478, 41.25318158056955, 44.166865624435246]","[0.7220198746097257, 0.7796594787239747, 0.8128943695682154, 0.8393125032055693, 0.8499080203307464, 0.862188493351044, 0.873061963823568, 0.8838618129604087, 0.8895516124136018, 0.89323544038513, 0.9002799275418987, 0.9080695368490236, 0.9149702758942005, 0.9209054792271678, 0.9252693562725489, 0.934648765751609, 0.9453962395677793, 0.9583259275942531, 0.9773152434894669]","[0.178955078125, 0.235595703125, 0.30517578125, 0.3499755859375, 0.406097412109375, 0.48760986328125, 0.5521240234375, 0.6019287109375, 0.663299560546875, 0.707244873046875, 0.795440673828125, 0.929290771484375, 1.00604248046875, 1.112945556640625, 1.211700439453125, 1.450836181640625, 1.766754150390625, 2.28973388671875, 3.321807861328125]"
4.2.01.tiff,Brahimi propose,"[25.410614923621946, 28.923799741776037, 30.002086513904732, 31.996048210999568, 32.049043396433504, 32.878940908622326, 34.126292282258824, 34.313391541795056, 34.361937346553624, 34.401935500425076, 34.85487528613107, 35.62648921844647, 36.24082476658647, 36.56603281730793, 36.72664186768794, 37.91326908878534, 38.96488039538522, 40.569696418606355, 43.56938016046351]","[0.6594840553230374, 0.7228509018306214, 0.7488499768695007, 0.7873796414140567, 0.7874094084655392, 0.8147582441573304, 0.8420761848103514, 0.8443447343937465, 0.8447025328443305, 0.844892165847083, 0.8574006204932332, 0.8767756815228719, 0.889141318750908, 0.8941621178849153, 0.8959535784361672, 0.9169606756576516, 0.9333223821665954, 0.9520111902411872, 0.9746048548167899]","[0.147735595703125, 0.1890869140625, 0.223480224609375, 0.250640869140625, 0.2529296875, 0.313995361328125, 0.363739013671875, 0.379058837890625, 0.382354736328125, 0.385101318359375, 0.45745849609375, 0.557647705078125, 0.65679931640625, 0.704071044921875, 0.72723388671875, 1.05328369140625, 1.378875732421875, 2.02593994140625, 3.283477783203125]"
4.2.02.tiff,DCT,"[27.35511117853158, 29.94615265073344, 31.278229412993348, 32.11119504759053, 32.734619275431136, 33.21186179863846, 33.63500826138244, 34.00163195853415, 34.34627761964702, 34.63805096728683, 34.93611928819298, 35.27618769275576, 35.69180169601941, 36.17795912701824, 36.72880412947866, 37.51397997713804, 38.55679989408729, 40.25893240705069, 43.812036427218]","[0.6779622583678958, 0.7750243944064459, 0.8155981767654805, 0.8411545310021149, 0.8579622135085752, 0.8696236907565589, 0.8793542389225804, 0.8875198346591412, 0.8946411312708318, 0.9004162733986586, 0.9054279383845751, 0.9110943970252989, 0.9177776160967517, 0.9250372702682143, 0.931970962078908, 0.9408199894892654, 0.9506826321628411, 0.9632944368481436, 0.9808880637019703]","[0.18695068359375, 0.28277587890625, 0.3721923828125, 0.453033447265625, 0.5301513671875, 0.6011962890625, 0.67291259765625, 0.73663330078125, 0.809112548828125, 0.870697021484375, 0.93780517578125, 1.028961181640625, 1.13421630859375, 1.2689208984375, 1.422332763671875, 1.657562255859375, 1.996490478515625, 2.56365966796875, 3.762115478515625]"
4.2.02.tiff,Oliveira propose,"[27.506474865006673, 29.560577062457153, 30.667877100598027, 31.445875445278496, 31.810922167517415, 32.34067418779985, 32.73943795739526, 33.10730888613535, 33.402351254540335, 33.522329978515046, 33.783304676464226, 34.24751400343324, 34.826028052261805, 35.19118952637439, 35.61888561813737, 36.50810388024563, 37.644331863197564, 39.688152476270474, 43.45311624465001]","[0.6810466527210933, 0.760346852691762, 0.8021909431831125, 0.8275716089504083, 0.8394726033949528, 0.8550096902533119, 0.8637574505445665, 0.8724292167421244, 0.8789660551810344, 0.8822451393524247, 0.8890363292598898, 0.8982128807620369, 0.9068411611922553, 0.9124824997367085, 0.9184968049090022, 0.9298724217256545, 0.9428218241382043, 0.9589702638751371, 0.9789890460053431]","[0.177154541015625, 0.268768310546875, 0.376617431640625, 0.4423828125, 0.510009765625, 0.60760498046875, 0.680267333984375, 0.7381591796875, 0.8138427734375, 0.858642578125, 0.955108642578125, 1.115264892578125, 1.219573974609375, 1.341400146484375, 1.46563720703125, 1.75115966796875, 2.14691162109375, 2.798095703125, 4.0]"
4.2.02.tiff,Brahimi propose,"[24.497356312448172, 27.51978472502366, 28.504829067604188, 29.86631650237543, 29.930283181702254, 30.735791629587208, 31.744414057613078, 32.014122988222475, 32.11449879995274, 32.17660912003435, 32.58521334143804, 33.252599345043976, 33.78433877538717, 34.178288171560254, 34.395652755253636, 35.59369140195646, 36.795772861061465, 38.557251198436425, 42.33516035026433]","[0.5814457432814656, 0.6736075592397274, 0.7194379791533103, 0.762201496090833, 0.7640137391829707, 0.7980304389685663, 0.828616700273615, 0.835210278933519, 0.8369850939982231, 0.8383345726753794, 0.8515373198385858, 0.8703640648374508, 0.8820915060488304, 0.8885817467425321, 0.8918347989869024, 0.9142931186713181, 0.9311769852394582, 0.9512169916762705, 0.9755268884089153]","[0.140869140625, 0.181182861328125, 0.247406005859375, 0.292572021484375, 0.2979736328125, 0.402679443359375, 0.494354248046875, 0.5323486328125, 0.5430908203125, 0.551483154296875, 0.6397705078125, 0.76544189453125, 0.89825439453125, 0.97796630859375, 1.022430419921875, 1.40142822265625, 1.7967529296875, 2.529022216796875, 3.90606689453125]"
4.2.03.tiff,DCT,"[21.323369694249816, 23.20880874595973, 24.292923068421576, 25.048806362142123, 25.67842610700984, 26.224128072211506, 26.727994651174676, 27.179671469429536, 27.62853737518938, 28.036995944908472, 28.458762321549695, 28.965235838377133, 29.563341254948604, 30.295806127041, 31.176569775341125, 32.44598251324576, 34.236640350219275, 37.0616696888633, 42.495285372021655]","[0.5609242310998975, 0.7058690783641424, 0.7683975014659049, 0.8045751679212194, 0.8295366183197219, 0.8483856153622229, 0.8636130247216484, 0.8749489549934315, 0.8853302715690907, 0.8937645926370417, 0.9017398421985148, 0.9101430229214029, 0.9188930312982719, 0.9284983612584791, 0.938246660481175, 0.9499757584350259, 0.9631289037134939, 0.9776034088902117, 0.9922526247279967]","[0.342926025390625, 0.682586669921875, 0.956878662109375, 1.18304443359375, 1.377227783203125, 1.552490234375, 1.713836669921875, 1.84912109375, 1.993133544921875, 2.1195068359375, 2.251129150390625, 2.40728759765625, 2.586822509765625, 2.81640625, 3.081817626953125, 3.46337890625, 3.982635498046875, 4.7528076171875, 5.9825439453125]"
